Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Budget
19,owner,60,38,single,no_rec,fixed,75,180,4000,0,1000,1070
6,rent,36,36,married,yes_rec,freelance,75,94,0,0,775,875
5,owner,60,20,single,no_rec,freelance,35,250,14000,0,1400,2125
2,parents,60,22,single,no_rec,fixed,35,71,3500,0,600,960
0,rent,48,20,married,yes_rec,partime,49,139,0,0,1450,1701
5,owner,24,32,married,no_rec,freelance,90,143,7000,0,700,900
4,owner,48,22,married,no_rec,freelance,75,156,3000,2000,900,1150
6,owner,36,44,married,no_rec,freelance,60,100,22000,0,1000,1790
36,owner,48,53,married,no_rec,fixed,45,100,5500,108,700,1291
22,rent,48,41,married,no_rec,fixed,86,110,0,0,1150,1528
6,priv,60,30,married,no_rec,fixed,45,160,3000,1200,900,1612
20,parents,60,31,married,no_rec,freelance,60,130,0,0,1200,1630
8,rent,48,21,single,no_rec,fixed,42,74,0,0,600,1290
0,owner,36,20,married,no_rec,fixed,45,121,3144,1751,225,375
13,parents,36,22,single,no_rec,fixed,35,105,0,0,500,800
5,rent,48,21,separated,no_rec,fixed,53,178,0,0,1200,2279
0,owner,36,24,married,yes_rec,fixed,45,157,8000,0,600,1314
0,rent,36,27,married,no_rec,freelance,89,285,0,0,1000,1304
40,rent,18,57,married,no_rec,freelance,77,166,10000,0,900,2040
0,priv,6,17,single,yes_rec,partime,35,115,1000,0,250,800
2,parents,36,25,single,no_rec,freelance,35,63,15000,0,2000,2600
31,owner,60,54,married,no_rec,fixed,60,67,6500,0,1080,1114
10,owner,60,34,married,yes_rec,fixed,90,195,12000,0,1500,2659
12,rent,36,38,married,no_rec,fixed,78,180,0,0,1600,2200
15,other,60,41,married,yes_rec,freelance,35,244,8000,0,2250,2758
16,rent,36,36,married,no_rec,fixed,52,71,0,0,900,950
25,owner,60,45,married,no_rec,fixed,75,85,8000,0,1500,2075
2,owner,60,24,married,yes_rec,fixed,60,80,4000,0,1000,1248
0,owner,36,29,married,no_rec,partime,75,80,4500,300,600,1339
3,owner,48,16,single,no_rec,fixed,35,466,6000,0,2700,3100
7,owner,48,37,married,no_rec,fixed,60,132,8000,720,1000,1350
0,other,24,41,single,yes_rec,fixed,35,78,0,0,550,550
9,owner,12,25,married,yes_rec,freelance,60,93,6500,2235,500,1550
3,rent,48,31,married,no_rec,fixed,85,104,5000,0,1700,1797
3,owner,48,24,married,no_rec,fixed,35,83,4500,1170,700,837
14,owner,60,25,married,no_rec,fixed,60,70,4000,2800,600,1125
11,owner,60,29,single,no_rec,fixed,35,103,4500,2000,1200,1410
11,owner,60,41,married,no_rec,fixed,75,149,3500,0,1400,2194
5,parents,48,18,single,no_rec,partime,35,92,0,0,1200,1200
8,owner,36,47,married,no_rec,fixed,60,65,5000,0,625,725
2,owner,36,25,single,no_rec,freelance,35,177,6500,2300,1750,2750
0,parents,36,19,single,no_rec,freelance,35,59,0,0,500,1400
5,owner,60,26,single,no_rec,fixed,35,172,8000,0,850,1934
6,owner,36,27,married,yes_rec,freelance,60,149,8000,3000,950,950
3,rent,36,16,single,no_rec,fixed,44,89,0,0,400,500
10,rent,60,32,married,no_rec,fixed,85,96,4000,850,1100,1340
0,parents,36,30,married,no_rec,freelance,75,228,0,0,1450,1500
10,owner,60,35,married,no_rec,fixed,45,70,7500,0,1388,1388
23,owner,36,54,married,no_rec,fixed,35,100,7000,0,850,1334
7,other,48,38,married,yes_rec,fixed,75,160,0,0,1350,1519
1,parents,48,23,single,no_rec,fixed,35,83,0,0,1000,1320
2,rent,36,30,married,no_rec,fixed,126,359,0,0,870,1122
4,owner,36,37,married,yes_rec,freelance,75,400,12000,0,1500,1900
15,owner,48,24,married,yes_rec,fixed,35,100,8500,1300,500,873
2,rent,60,30,married,yes_rec,fixed,52,70,0,0,1000,1000
0,owner,60,52,married,no_rec,freelance,45,200,3500,0,950,1070
13,owner,36,55,married,no_rec,freelance,60,116,4000,0,1000,1100
0,rent,60,28,married,no_rec,partime,77,166,0,0,850,984
4,parents,36,22,single,no_rec,fixed,35,70,0,0,700,975
0,rent,60,20,single,yes_rec,partime,47,120,0,0,1200,1460
0,owner,36,31,married,no_rec,others,45,105,5000,3000,1000,1620
13,rent,36,23,married,no_rec,fixed,59,143,0,0,1400,1600
12,parents,60,22,single,no_rec,fixed,35,150,0,0,1350,1750
20,owner,60,42,married,no_rec,fixed,90,212,11000,0,1150,1669
17,owner,24,50,married,no_rec,freelance,75,191,14000,0,1000,2420
5,owner,42,28,married,yes_rec,fixed,45,140,22000,2500,1200,1888
1,rent,48,28,divorced,no_rec,fixed,60,250,0,0,1300,1573
16,owner,60,26,married,no_rec,fixed,60,160,12000,0,1850,1862
10,rent,36,35,married,no_rec,fixed,115,100,0,0,375,375
28,owner,42,45,widow,no_rec,fixed,35,175,6000,0,1150,1397
10,owner,48,36,single,no_rec,fixed,35,175,3000,0,750,1128
8,parents,24,18,single,no_rec,partime,45,110,0,0,900,931
2,parents,36,19,single,no_rec,fixed,35,69,3000,0,600,1604
2,owner,60,22,single,no_rec,fixed,60,46,3000,0,700,1130
5,owner,60,43,married,yes_rec,fixed,90,100,2000,792,1000,1034
0,owner,48,42,single,no_rec,fixed,60,334,20000,0,1600,1856
3,rent,60,17,married,no_rec,fixed,60,150,0,0,950,1945
15,owner,60,36,married,no_rec,fixed,35,125,10000,0,1000,1040
10,rent,36,26,married,no_rec,fixed,61,164,5000,0,1000,1440
3,owner,36,38,married,no_rec,freelance,45,74,3500,0,600,800
2,rent,48,39,separated,no_rec,fixed,48,125,5000,800,1600,2500
2,owner,60,25,married,no_rec,partime,35,154,2500,500,1000,1725
11,rent,60,38,married,no_rec,fixed,49,135,0,0,1200,1650
1,owner,60,56,married,yes_rec,freelance,45,232,97000,2900,1200,2154
0,rent,36,49,married,yes_rec,others,45,124,0,0,2100,2100
9,owner,36,38,married,no_rec,freelance,90,142,24000,0,2500,2700
23,other,36,51,separated,no_rec,freelance,35,157,0,0,1800,2320
4,priv,36,21,married,no_rec,fixed,45,107,3000,0,700,700
0,owner,36,30,married,yes_rec,fixed,105,122,5200,2000,850,850
10,rent,48,34,married,no_rec,fixed,51,163,0,0,880,1345
3,owner,24,25,married,no_rec,freelance,75,133,12000,900,1500,5200
6,parents,48,19,single,no_rec,fixed,35,107,6500,1172,1000,1200
20,owner,12,38,married,no_rec,freelance,90,129,3000,0,500,1909
33,rent,60,48,married,no_rec,fixed,46,106,0,0,850,1371
18,rent,36,36,single,no_rec,freelance,40,53,0,0,750,1077
6,owner,36,34,married,yes_rec,freelance,45,170,14000,1200,1100,1900
4,owner,60,29,single,no_rec,others,45,75,2500,0,1150,1497
10,rent,60,23,single,no_rec,fixed,47,120,0,0,600,1054
5,owner,60,39,married,no_rec,freelance,45,65,4000,0,1400,1847
22,owner,60,37,married,yes_rec,fixed,45,120,5000,0,1350,1650
1,parents,60,31,single,no_rec,fixed,35,176,0,0,1100,1600
16,parents,60,25,married,no_rec,fixed,35,80,2000,0,1200,1371
1,rent,36,18,married,no_rec,partime,54,88,0,0,600,750
12,owner,60,42,married,yes_rec,freelance,75,285,20000,0,1440,1440
14,owner,60,42,widow,yes_rec,fixed,35,100,4000,2000,1475,1475
0,rent,36,50,married,yes_rec,fixed,94,193,0,0,600,1100
2,other,36,26,married,no_rec,fixed,45,130,0,0,600,1135
4,parents,24,18,single,no_rec,fixed,35,78,3000,0,500,1346
6,owner,36,18,married,no_rec,fixed,45,117,3000,50,600,940
3,rent,60,26,married,yes_rec,partime,58,130,0,0,1500,1537
14,owner,12,36,married,no_rec,freelance,60,245,7000,0,500,1253
15,owner,18,30,married,no_rec,freelance,60,300,4000,0,300,600
30,owner,60,57,married,no_rec,fixed,60,150,3200,400,800,1314
4,owner,60,36,married,no_rec,fixed,45,87,6500,0,1100,1670
3,parents,36,24,single,yes_rec,fixed,35,108,0,0,1000,1245
3,rent,48,23,single,no_rec,fixed,51,160,0,0,550,1440
14,rent,60,36,married,no_rec,fixed,54,92,0,0,1450,1482
19,owner,60,29,married,no_rec,fixed,75,125,5000,0,1200,1200
1,other,60,22,single,no_rec,fixed,35,125,4000,1200,1500,1558
3,owner,36,27,married,no_rec,freelance,60,141,8000,12,1600,1600
2,parents,48,23,single,no_rec,fixed,35,79,0,0,650,1379
6,parents,60,26,married,yes_rec,fixed,45,94,0,0,500,1418
10,other,60,45,single,no_rec,fixed,35,147,0,0,1080,1152
15,rent,48,40,married,no_rec,fixed,88,130,3000,0,1300,1591
10,rent,48,21,single,no_rec,fixed,52,169,2000,0,1000,1242
1,ignore,24,22,married,no_rec,partime,60,128,4000,0,400,1224
5,parents,36,17,single,no_rec,fixed,35,88,0,0,750,1218
8,rent,60,41,married,no_rec,freelance,45,147,0,0,1000,1359
21,owner,36,46,married,no_rec,fixed,75,160,1500,0,900,1221
15,parents,60,29,single,no_rec,fixed,45,195,17000,0,1200,1200
38,rent,60,52,married,no_rec,fixed,56,210,0,0,1350,1520
3,owner,60,17,single,no_rec,freelance,35,100,10000,0,800,990
15,owner,48,50,married,no_rec,freelance,45,88,15000,0,650,1243
5,owner,36,47,married,no_rec,fixed,35,220,12000,5000,1250,1542
11,owner,48,21,married,no_rec,fixed,35,135,3500,0,200,1871
8,other,60,23,divorced,yes_rec,fixed,35,102,0,0,1100,1421
2,other,36,44,married,yes_rec,others,45,50,0,0,1600,2640
1,other,36,41,married,no_rec,freelance,60,57,0,0,660,1212
10,owner,48,31,married,yes_rec,freelance,75,214,10000,0,1143,1143
14,owner,60,40,married,no_rec,fixed,120,250,18000,0,450,911
15,other,36,36,married,no_rec,fixed,45,195,0,0,525,600
6,rent,60,26,married,yes_rec,fixed,86,113,0,0,1150,1736
26,owner,48,37,married,no_rec,fixed,60,95,6500,0,1180,1442
4,owner,48,17,married,no_rec,fixed,35,214,10000,3000,1250,1566
1,parents,60,16,single,no_rec,partime,35,42,0,0,1100,1112
17,owner,6,37,married,no_rec,fixed,90,111,10000,0,1000,2626
3,parents,48,24,separated,no_rec,fixed,35,108,0,0,900,1263
19,owner,24,47,married,no_rec,fixed,35,180,2500,0,580,1380
11,rent,48,26,married,no_rec,fixed,67,66,6200,0,1000,1541
1,owner,60,37,married,no_rec,fixed,60,76,5000,0,1000,1299
10,rent,36,28,married,no_rec,fixed,68,84,0,0,400,470
20,owner,60,43,married,no_rec,fixed,45,178,25000,700,800,1150
3,parents,36,17,single,no_rec,fixed,35,65,0,0,1000,1629
0,parents,36,17,single,no_rec,partime,35,103,4500,0,1050,1485
24,other,36,46,married,no_rec,fixed,45,105,0,0,625,625
2,parents,48,21,married,no_rec,fixed,60,110,10000,0,1300,1700
13,owner,54,47,married,no_rec,fixed,75,80,4000,0,1300,1394
3,owner,36,32,married,no_rec,freelance,35,141,5000,400,1000,1912
1,rent,60,30,married,no_rec,partime,83,76,10000,0,1000,1350
7,owner,60,23,married,no_rec,fixed,45,88,30000,0,2500,3415
8,owner,60,35,married,no_rec,fixed,75,110,3000,0,950,1286
13,owner,60,38,married,no_rec,fixed,60,95,3000,0,890,1196
1,owner,60,38,married,no_rec,partime,75,147,6000,2000,750,1256
2,other,48,24,married,no_rec,fixed,75,96,6000,3000,1200,1521
1,parents,60,26,single,no_rec,fixed,35,137,0,0,1250,1253
4,rent,60,33,married,no_rec,fixed,79,188,3000,1500,1350,1624
3,parents,48,21,single,no_rec,fixed,35,120,0,0,1100,2080
1,parents,60,18,single,no_rec,fixed,35,100,0,0,1600,1642
11,owner,48,29,married,no_rec,fixed,75,170,3500,435,1500,1627
1,owner,24,29,married,yes_rec,freelance,60,250,3000,0,1100,1281
1,rent,36,22,married,yes_rec,fixed,46,108,0,0,475,550
2,other,60,15,single,no_rec,fixed,35,165,2000,0,1000,1275
10,owner,12,43,married,no_rec,fixed,75,165,4000,0,300,850
1,parents,18,18,single,no_rec,partime,35,50,0,0,250,1139
30,owner,54,49,widow,no_rec,freelance,35,224,20000,0,1100,1603
0,rent,60,25,married,no_rec,fixed,43,80,0,0,1000,1056
0,owner,60,22,married,no_rec,partime,35,74,5000,2500,1550,1555
14,rent,60,41,married,no_rec,freelance,48,25,0,0,1700,2210
2,rent,12,42,married,yes_rec,fixed,103,426,0,0,350,450
1,rent,24,19,single,no_rec,partime,42,65,0,0,750,1192
0,parents,60,16,single,no_rec,partime,45,312,10000,0,1033,1175
40,owner,24,55,married,no_rec,freelance,75,186,8000,0,900,1307
10,other,18,43,married,no_rec,fixed,90,214,0,0,1000,1608
1,rent,36,39,separated,no_rec,others,55,100,0,0,675,675
6,rent,60,41,married,no_rec,fixed,82,217,0,0,1245,1503
0,rent,36,18,married,no_rec,partime,81,60,0,0,450,450
2,rent,60,25,married,yes_rec,fixed,52,70,0,0,950,1175
14,priv,60,28,married,yes_rec,fixed,90,77,3400,0,1500,1813
2,parents,48,20,single,yes_rec,fixed,35,233,0,0,1000,1090
1,parents,60,38,married,yes_rec,fixed,90,179,0,0,1600,1896
10,owner,60,44,married,no_rec,freelance,60,150,23000,0,1200,1390
20,owner,36,37,married,no_rec,freelance,90,250,4500,0,1500,1750
35,owner,60,47,married,no_rec,freelance,45,90,14000,0,2900,4600
15,other,48,55,married,no_rec,fixed,60,153,0,0,450,1188
8,rent,48,25,single,no_rec,fixed,46,114,0,0,1650,1659
29,owner,12,48,married,no_rec,fixed,45,145,27000,0,500,1230
1,rent,60,19,married,yes_rec,partime,42,70,0,0,1700,1761
0,owner,18,39,married,no_rec,freelance,60,109,1,0,350,550
0,rent,48,19,married,no_rec,partime,35,49,0,0,600,1452
19,rent,60,32,separated,yes_rec,fixed,41,63,0,0,2700,2957
20,owner,48,46,married,yes_rec,fixed,45,213,5000,1000,1100,1376
10,owner,60,45,married,no_rec,fixed,75,209,13500,0,1450,1786
14,owner,60,35,married,no_rec,fixed,60,110,5000,0,1000,1646
2,parents,48,15,single,no_rec,fixed,105,130,2500,0,1750,1998
2,parents,60,20,married,no_rec,freelance,35,150,2000,0,1000,1302
12,owner,36,41,married,yes_rec,fixed,60,117,3000,0,825,1325
10,rent,24,31,married,no_rec,freelance,60,69,0,0,240,240
25,owner,12,44,married,no_rec,freelance,60,100,5500,0,1000,1998
0,parents,36,23,single,no_rec,partime,35,67,3500,0,1500,1539
0,owner,18,34,married,no_rec,fixed,75,47,3500,0,350,1236
9,rent,36,41,married,no_rec,fixed,84,87,0,0,1200,1471
1,owner,60,56,single,no_rec,others,35,216,8000,0,1200,1236
0,priv,60,26,married,no_rec,freelance,45,165,4500,0,1550,1954
8,rent,36,56,single,no_rec,fixed,42,72,0,0,325,450
7,owner,36,31,married,no_rec,fixed,45,103,4000,0,325,1626
8,owner,12,24,married,no_rec,fixed,45,92,6000,2400,100,1492
0,owner,48,44,married,no_rec,partime,45,75,2000,0,900,1200
6,owner,36,33,married,no_rec,freelance,90,130,7000,300,800,960
0,rent,36,29,single,no_rec,partime,43,78,0,0,1200,1550
0,owner,36,37,married,no_rec,fixed,75,127,7000,0,2500,3058
0,owner,60,38,married,yes_rec,fixed,60,85,4000,0,1500,1813
4,rent,36,29,married,no_rec,fixed,70,100,0,0,900,1150
11,rent,12,28,married,no_rec,fixed,78,180,0,0,300,1479
1,owner,60,33,married,no_rec,fixed,90,75,5000,0,1000,1144
3,rent,36,27,single,no_rec,freelance,35,100,0,0,950,1350
30,owner,24,53,married,no_rec,freelance,60,216,11000,0,983,1200
5,parents,48,17,single,no_rec,fixed,35,75,27000,0,1300,1495
2,rent,36,22,single,no_rec,fixed,70,97,0,0,500,985
0,owner,60,59,married,no_rec,others,35,101,5000,0,820,1205
27,owner,60,53,married,no_rec,freelance,60,60,15000,0,1450,1657
29,rent,60,50,married,yes_rec,fixed,45,100,0,0,1400,1530
20,rent,60,44,married,no_rec,fixed,85,100,0,0,1420,1586
2,other,48,20,married,no_rec,fixed,35,129,0,0,1580,1925
8,other,60,23,married,no_rec,fixed,45,200,0,0,700,1529
20,owner,60,51,married,no_rec,fixed,35,96,5000,0,950,1092
3,owner,24,38,married,no_rec,freelance,75,237,3000,0,650,1548
4,owner,60,18,married,no_rec,fixed,45,80,4000,0,1100,1306
10,owner,60,27,married,no_rec,fixed,60,160,4000,1800,1050,1303
9,rent,60,27,married,yes_rec,freelance,71,109,0,0,1135,1355
11,rent,60,25,married,no_rec,fixed,77,165,0,0,1350,1637
28,owner,60,47,married,no_rec,fixed,35,185,4000,1000,900,1428
25,priv,36,44,married,no_rec,fixed,60,125,5000,0,400,1062
6,owner,48,34,married,no_rec,freelance,75,81,6000,0,1000,1177
9,priv,60,21,married,no_rec,fixed,35,217,4000,0,750,1546
2,owner,24,42,married,yes_rec,freelance,35,95,7000,0,800,2333
2,owner,60,20,single,no_rec,partime,35,95,4500,3000,1080,1296
16,owner,48,26,married,no_rec,fixed,45,200,5000,800,1250,1646
1,parents,36,18,single,no_rec,fixed,35,95,0,0,1000,1639
3,owner,36,31,married,no_rec,freelance,90,82,4000,0,1300,1500
4,rent,36,43,married,no_rec,freelance,94,340,1000,0,525,525
8,rent,24,39,married,no_rec,fixed,68,83,40000,0,1300,1372
10,owner,60,33,married,yes_rec,fixed,90,80,3000,1749,1030,1095
3,owner,12,27,married,no_rec,freelance,75,25,3600,1800,100,550
2,owner,60,29,married,no_rec,fixed,45,156,5000,198,1550,1550
1,rent,36,39,married,yes_rec,fixed,54,88,0,0,500,650
1,owner,60,17,single,no_rec,fixed,35,300,4000,200,1350,1450
0,rent,36,31,married,no_rec,partime,84,240,0,0,1050,1342
32,owner,60,48,married,no_rec,fixed,60,157,5000,0,2000,2014
10,priv,36,36,married,no_rec,fixed,45,168,11500,4000,250,500
2,rent,36,27,married,no_rec,fixed,51,58,0,0,500,615
1,parents,48,31,married,no_rec,partime,60,150,0,0,1000,1148
5,owner,60,38,married,no_rec,fixed,75,105,5000,0,1000,1809
2,parents,36,23,single,no_rec,fixed,35,140,1000,0,1000,1693
3,parents,12,32,married,no_rec,freelance,60,150,500,0,500,1701
6,owner,36,53,married,no_rec,fixed,60,390,45000,0,1000,2318
3,priv,60,31,married,no_rec,freelance,60,204,3000,120,1600,1689
1,parents,12,17,single,no_rec,partime,35,60,0,0,100,600
14,owner,60,23,married,no_rec,fixed,60,107,6000,2500,950,1610
0,owner,60,23,married,no_rec,fixed,35,78,9500,0,1400,1850
8,owner,60,19,single,no_rec,freelance,35,265,8000,0,1200,1590
18,owner,36,28,married,no_rec,freelance,75,68,9000,3000,850,1340
12,rent,60,25,single,yes_rec,fixed,44,86,0,0,1300,1380
7,owner,60,39,married,no_rec,fixed,90,271,11000,5500,800,945
1,rent,60,16,married,no_rec,fixed,58,132,0,0,1275,1381
4,parents,12,25,married,no_rec,fixed,60,340,16000,0,1900,2014
13,owner,60,35,married,no_rec,fixed,90,130,3000,0,800,860
10,owner,48,28,married,no_rec,fixed,45,110,5000,0,1000,1160
1,owner,60,30,married,no_rec,fixed,75,155,3000,0,1250,1391
1,owner,60,28,married,no_rec,fixed,60,93,3500,0,1190,1190
14,ignore,60,29,married,no_rec,fixed,75,85,8000,0,1400,1589
35,owner,60,49,married,no_rec,fixed,45,182,4000,0,1000,1568
1,owner,60,50,married,yes_rec,others,45,136,30000,0,1400,1424
35,other,60,49,married,no_rec,fixed,75,156,0,0,950,1164
1,rent,24,19,married,no_rec,partime,50,50,0,0,350,400
1,owner,60,19,single,no_rec,fixed,35,70,4000,0,1200,1505
1,parents,12,16,single,no_rec,others,35,94,0,0,800,1428
8,rent,36,46,married,yes_rec,freelance,60,104,0,0,400,600
8,owner,12,34,married,no_rec,fixed,75,160,1500,0,360,865
11,owner,60,40,married,yes_rec,fixed,105,235,2000,670,1400,2079
2,owner,48,15,single,no_rec,freelance,35,450,31000,0,1500,1853
20,owner,24,61,married,no_rec,fixed,45,143,10000,0,950,1370
0,other,18,17,single,no_rec,partime,35,150,0,0,175,475
30,owner,24,52,married,no_rec,freelance,45,40,17000,0,400,500
2,owner,60,26,separated,no_rec,fixed,35,63,2000,0,1000,1342
4,parents,42,22,single,no_rec,fixed,35,70,0,0,600,926
15,owner,36,38,married,yes_rec,fixed,60,105,5000,0,400,1631
1,other,42,28,married,yes_rec,fixed,90,138,3500,606,1400,1700
10,parents,12,20,single,no_rec,freelance,35,131,0,0,675,1387
2,owner,36,24,single,no_rec,freelance,35,71,3000,0,950,1300
21,owner,36,45,divorced,no_rec,freelance,35,37,80000,0,1250,1423
3,rent,36,29,single,no_rec,fixed,41,63,30000,0,625,921
0,owner,12,16,single,no_rec,fixed,35,147,1500,0,350,350
23,owner,60,40,married,yes_rec,fixed,60,248,10000,0,1400,2099
8,other,24,36,divorced,no_rec,fixed,60,90,4000,0,500,1600
11,owner,18,32,married,no_rec,fixed,45,115,20000,0,600,1200
1,rent,36,34,married,no_rec,fixed,85,100,0,0,600,975
5,rent,48,23,married,yes_rec,fixed,60,154,3000,0,825,1661
3,owner,60,40,married,no_rec,freelance,60,189,5000,0,1370,1403
0,other,60,28,married,yes_rec,partime,75,279,0,0,2000,3467
11,owner,48,29,married,yes_rec,fixed,90,198,4500,0,1650,2165
4,priv,36,26,married,no_rec,fixed,60,144,3000,0,1000,1218
15,owner,60,29,married,no_rec,fixed,75,146,5000,0,1400,1626
12,priv,12,36,married,no_rec,freelance,75,111,20000,0,1200,2130
13,rent,60,34,divorced,no_rec,fixed,87,120,0,0,1400,1526
31,rent,60,54,married,no_rec,fixed,53,80,0,0,1050,1182
8,owner,24,41,married,no_rec,fixed,75,200,5000,0,740,2095
1,rent,48,29,single,no_rec,fixed,45,98,6000,800,900,980
0,rent,60,28,married,no_rec,freelance,65,200,0,0,700,800
15,owner,60,38,married,no_rec,freelance,60,310,7000,0,1200,1297
20,owner,18,35,married,no_rec,fixed,75,210,3500,0,800,1717
17,rent,24,44,married,no_rec,freelance,80,53,0,0,600,1104
5,rent,36,47,married,yes_rec,freelance,35,164,0,0,850,950
7,other,36,28,married,yes_rec,fixed,75,300,30000,0,800,1151
18,owner,60,33,married,no_rec,fixed,75,138,6000,0,1000,2018
0,parents,48,22,single,yes_rec,fixed,35,46,0,0,900,1216
40,owner,60,49,married,yes_rec,fixed,45,220,13500,0,1543,1668
3,owner,48,21,married,no_rec,fixed,45,165,4000,600,950,1490
15,owner,60,53,married,no_rec,partime,35,100,12000,0,1300,1380
9,other,60,30,married,no_rec,fixed,60,70,0,0,1500,1562
4,other,24,35,married,no_rec,partime,60,66,0,0,1300,1300
17,owner,48,41,married,no_rec,fixed,35,128,4000,0,1400,1718
19,owner,60,32,single,yes_rec,fixed,35,115,10000,6000,1500,1758
13,owner,60,27,married,no_rec,fixed,75,182,5000,2500,1300,1569
32,owner,36,44,married,no_rec,fixed,75,163,4000,0,400,700
8,owner,24,28,married,no_rec,fixed,75,315,4500,0,400,1780
2,parents,24,32,single,no_rec,fixed,35,78,0,0,800,1298
1,owner,60,35,married,no_rec,freelance,35,349,6000,4000,1300,1511
5,owner,36,38,married,no_rec,freelance,45,200,4000,0,1800,2300
5,owner,60,34,married,yes_rec,freelance,90,152,6000,0,1250,1600
12,owner,60,34,married,no_rec,fixed,45,167,6000,0,1435,1875
40,owner,36,54,married,no_rec,freelance,35,184,17000,3000,500,1571
3,owner,36,23,married,no_rec,freelance,35,180,5000,0,375,1139
0,ignore,48,31,married,no_rec,partime,45,130,750,0,1100,1511
10,owner,24,34,married,no_rec,fixed,75,150,3000,0,500,1108
4,rent,48,23,single,no_rec,fixed,45,100,0,0,750,954
18,owner,18,45,married,no_rec,fixed,60,75,3000,0,280,434
9,owner,48,18,single,no_rec,fixed,35,123,7500,0,800,1111
17,owner,24,46,married,no_rec,freelance,35,55,5000,0,800,1630
0,owner,60,21,married,no_rec,fixed,45,150,3500,0,1310,1464
2,rent,18,41,married,yes_rec,fixed,74,140,0,0,200,380
7,owner,36,20,single,no_rec,fixed,35,55,9000,0,1000,1215
1,parents,48,20,single,no_rec,partime,35,50,0,0,1000,1041
1,parents,48,35,single,yes_rec,fixed,35,80,3500,0,1100,1144
2,other,60,18,single,no_rec,fixed,45,175,7500,0,1500,1525
1,owner,60,24,married,no_rec,fixed,60,136,7000,0,1000,1688
16,owner,60,25,married,no_rec,fixed,45,135,5000,0,1000,1230
3,priv,36,21,married,no_rec,freelance,60,68,5000,90,900,1501
2,owner,36,37,married,no_rec,fixed,45,92,800,0,1200,2274
5,rent,54,22,married,no_rec,fixed,47,118,0,0,1500,1600
2,rent,36,53,married,no_rec,others,61,159,10000,0,950,1265
1,parents,60,16,single,no_rec,fixed,35,142,3500,0,1650,2151
0,owner,24,15,single,no_rec,partime,45,188,2000,1500,300,315
4,owner,60,28,married,no_rec,fixed,75,128,3500,100,400,1244
3,owner,60,31,married,no_rec,freelance,60,139,6000,0,1200,1343
0,owner,36,42,married,no_rec,partime,35,85,1,0,500,700
2,owner,48,39,married,yes_rec,fixed,60,310,20000,600,1700,2700
0,priv,18,22,married,no_rec,fixed,45,60,0,0,750,1050
2,owner,60,22,married,no_rec,fixed,45,120,5000,400,1000,1140
8,owner,36,41,married,no_rec,fixed,35,160,6000,600,600,1100
14,priv,36,40,separated,yes_rec,fixed,35,120,2500,0,1150,1350
2,rent,60,23,married,no_rec,fixed,74,138,0,0,1400,1400
20,parents,60,37,single,no_rec,fixed,35,80,0,0,800,1520
9,parents,12,22,single,no_rec,fixed,35,80,0,0,200,1093
2,parents,60,21,single,no_rec,fixed,35,117,0,0,1000,1724
5,owner,48,35,married,no_rec,freelance,75,61,11000,770,1200,1483
0,owner,60,18,married,no_rec,fixed,45,120,4000,1000,1200,1476
0,owner,60,19,single,no_rec,others,35,82,10000,0,1600,1680
17,owner,36,55,married,no_rec,fixed,60,78,2500,0,650,800
4,owner,60,20,married,no_rec,fixed,45,68,4500,1379,725,1460
1,parents,48,19,single,yes_rec,fixed,35,65,0,0,900,1061
4,owner,24,17,single,no_rec,fixed,35,79,4000,0,1000,1618
2,parents,60,26,married,no_rec,fixed,35,175,55,0,700,1350
0,rent,12,32,married,no_rec,others,88,130,0,0,250,375
2,parents,54,19,single,yes_rec,freelance,35,161,0,0,1800,2646
8,owner,60,28,married,no_rec,fixed,45,160,2000,0,1050,2277
5,owner,60,31,married,no_rec,freelance,90,62,3000,0,650,1295
7,owner,60,33,married,yes_rec,freelance,60,40,6000,0,1500,1610
5,owner,36,33,married,no_rec,freelance,60,63,4000,0,1050,1443
2,priv,60,30,married,no_rec,fixed,35,190,9900,2000,700,782
0,owner,60,24,married,no_rec,fixed,60,100,5000,0,800,960
10,rent,48,51,married,no_rec,freelance,86,112,0,0,1000,1000
0,rent,60,41,separated,no_rec,fixed,57,124,0,0,940,1149
1,rent,36,35,married,no_rec,fixed,58,125,0,0,700,700
0,owner,60,27,married,no_rec,freelance,60,94,5500,700,1300,1375
4,other,36,22,single,no_rec,freelance,35,41,0,0,200,795
10,owner,36,31,married,no_rec,fixed,35,235,12000,1700,1500,1985
2,owner,36,27,married,no_rec,fixed,75,114,5000,0,1000,1853
0,rent,60,34,single,yes_rec,fixed,35,267,0,0,2350,2679
1,parents,60,19,single,no_rec,fixed,35,70,0,0,1750,1750
8,rent,48,24,married,no_rec,fixed,42,70,0,0,1100,2111
2,rent,60,38,married,yes_rec,partime,84,86,0,0,1650,1782
20,parents,48,32,single,no_rec,fixed,35,114,0,0,1200,2472
2,owner,24,38,married,no_rec,fixed,60,95,3000,0,300,350
2,owner,48,25,married,no_rec,fixed,75,180,4000,0,1500,2065
15,other,36,34,separated,no_rec,fixed,45,116,4000,0,600,1196
22,owner,36,39,married,no_rec,fixed,75,120,7000,0,650,1852
20,owner,12,47,married,no_rec,freelance,60,208,8500,0,400,1202
21,owner,48,47,married,no_rec,fixed,60,117,3000,0,1650,2276
